-5.00000, -0.25909, 0.00000
-4.99875, 1.60159, 0.00000
-4.99750, -1.49896, 0.00000
-4.99625, 0.17477, 0.00000
-4.99500, 0.11926, 0.00000
-4.99375, -0.30202, 0.00000
-4.99250, 0.45818, 0.00000
-4.99125, 0.18898, 0.00000
-4.99000, 0.39497, 0.00000
-4.98875, -2.36984, 0.00000
-4.98750, 0.04420, 0.00000
-4.98625, -0.66449, 0.00000
-4.98500, -0.63626, 0.00000
-4.98375, -0.17125, 0.00000
-4.98250, 1.73126, 0.00000
-4.98125, -0.76485, 0.00000
-4.98000, 0.70315, 0.00000
-4.97875, 0.14535, 0.00000
-4.97750, 0.09367, 0.00000
-4.97625, 1.20412, 0.00000
-4.97500, 0.26102, 0.00000
-4.97375, -0.69196, 0.00000
-4.97250, 1.68143, 0.00000
-4.97125, -0.70203, 0.00000
-4.97000, 0.17520, 0.00000
-4.96875, 0.27417, 0.00000
-4.96750, -0.86306, 0.00000
-4.96625, 1.18623, 0.00000
-4.96500, 1.31654, 0.00000
-4.96375, 0.68103, 0.00000
-4.96250, 0.94256, 0.00000
-4.96125, 0.82837, 0.00000
-4.96000, -0.58972, 0.00000
-4.95875, 0.20910, 0.00000
-4.95750, 0.86046, 0.00000
-4.95625, 0.29442, 0.00000
-4.95500, -0.46687, 0.00000
-4.95375, -1.66878, 0.00000
-4.95250, -0.13174, 0.00000
-4.95125, 1.57662, 0.00000
-4.95000, -0.79171, 0.00000
-4.94875, -0.92232, 0.00000
-4.94750, -1.04730, 0.00000
-4.94625, -0.44196, 0.00000
-4.94500, 0.95537, 0.00000
-4.94375, -0.03239, 0.00000
-4.94250, 0.01028, 0.00000
-4.94125, 0.91976, 0.00000
-4.94000, -2.00411, 0.00000
-4.93875, 0.18043, 0.00000
-4.93750, -0.00407, 0.00000
-4.93625, 0.32862, 0.00000
-4.93500, -0.42168, 0.00000
-4.93375, -0.24095, 0.00000
-4.93250, -2.41841, 0.00000
-4.93125, 0.01476, 0.00000
-4.93000, 0.43769, 0.00000
-4.92875, -0.23578, 0.00000
-4.92750, -2.36553, 0.00000
-4.92625, 1.97919, 0.00000
-4.92500, 0.76713, 0.00000
-4.92375, 0.74246, 0.00000
-4.92250, -0.09971, 0.00000
-4.92125, 0.08725, 0.00000
-4.92000, 0.33020, 0.00000
-4.91875, 0.93864, 0.00000
-4.91750, 0.90131, 0.00000
-4.91625, 0.94454, 0.00000
-4.91500, -0.75820, 0.00000
-4.91375, -1.04448, 0.00000
-4.91250, 0.19498, 0.00000
-4.91125, -2.18843, 0.00000
-4.91000, 1.11891, 0.00000
-4.90875, 0.29466, 0.00000
-4.90750, 1.14445, 0.00000
-4.90625, -0.29463, 0.00000
-4.90500, -0.58047, 0.00000
-4.90375, -1.58269, 0.00000
-4.90250, -1.98578, 0.00000
-4.90125, 2.30897, 0.00000
-4.90000, -0.84988, 0.00000
-4.89875, -0.56220, 0.00000
-4.89750, 0.23852, 0.00000
-4.89625, -1.15269, 0.00000
-4.89500, -0.14415, 0.00000
-4.89375, 3.26738, 0.00000
-4.89250, 0.96410, 0.00000
-4.89125, 0.13468, 0.00000
-4.89000, 1.05803, 0.00000
-4.88875, 0.38620, 0.00000
-4.88750, -0.43927, 0.00000
-4.88625, -0.52029, 0.00000
-4.88500, -0.68489, 0.00000
-4.88375, 0.39790, 0.00000
-4.88250, -0.25220, 0.00000
-4.88125, -0.45762, 0.00000
-4.88000, -0.55064, 0.00000
-4.87875, -0.96302, 0.00000
-4.87750, 0.31410, 0.00000
-4.87625, 0.79939, 0.00000
